Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2024;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Pluri Droit - Sciences éco - AES;7;0;0
2024;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;D.E  social;81;29;23
2024;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Psychlogie, Sciences cognitives;1376;800;373
2024;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence MASS;46;18;7
2024;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Pluri Lettres - Sciences du langage - Arts;55;36;1
2024;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences de l univers, de la terre, de l espace;635;182;16
2024;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences et technologies industrielles;220;57;16
2024;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Informatique;6;3;1
2024;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Mathématiques;4;1;1
2024;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Psychlogie, Sciences cognitives;5;2;0
2024;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences de l éducation;3;2;0
2024;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sociologie, Démographie;3;3;0
2024;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Sciences po;0;0;0
2024;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Ensemble des bacheliers;2266;2162;1929
2024;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence L.AS;2100;353;148
2024;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;PASS;400;75;29
2024;Art,Humanités, Littérature et Philosophie;Licence Chimie;2;0;0
2024;Art,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences;19;7;0
2024;Art,Mathématiques Spécialité;D.E sanitaire;45;22;11
2024;Art,Mathématiques Spécialité;Licence Pluri Sciences;8;1;0
2024;Art,Mathématiques Spécialité;Licence Sciences économiques;33;18;5
2024;Art,Mathématiques Spécialité;Sciences po;14;2;2
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l information et de la communication;0;0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Formation générale aux métiers de l ingénieur;0;0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence LEA;1;0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Mathématiques et informatique;0;0;0
2024;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;2;2;0
2024;Biologie/Ecologie,Physique-Chimie Spécialité;Licence STAPS;191;119;60
2024;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Sciences religieuses;0;0;0
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Histoire;4;4;1
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Physique et chimie;0;0;0
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Sciences de l univers, de la terre, de l espace;1;1;0
2024;Biologie/Ecologie,Éducation physique, pratiques et culture sportives;Licence Sciences de la vie, biologie, santé;3;2;0
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;BTS Production;253;49;11
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;BTS Service;2372;1064;359
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Sciences et technologies industrielles;68;36;23
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence AES;1188;733;159
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences;89;30;7
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences de gestion;446;117;22
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l éducation;684;431;169
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;BTS Service;136;59;27
2024;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Electronique, Génie électrique, EEA;1;1;0
2024;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Sciences du langage - Arts;244;183;26
2024;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;BTS Service;86;39;21
2024;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;Licence Pluri Sciences;4;1;0
2024;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;Licence Pluri Sciences fondamentales et applications;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Art;Licence Pluri Lettres - Langues - Sciences humaines;5;2;0
2024;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Histoire;71;69;41
2024;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences économiques;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Sciences et technologies industrielles;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Pluri Droit - Sciences éco - AES;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;BTS Agricole;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;BTS Service;6;4;0
2024;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Histoire;2741;2116;458
2024;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;Licence LEA;1556;1323;395
2024;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Formations des écoles nationales vétérinaires;0;0;0
2024;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Licence LEA;112;77;17
2024;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;CPGE S;0;0;0
2024;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;Licence Langues et littératures étrangères;15;13;3
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence Informatique;455;266;101
2024;Numérique et Sciences Informatiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences religieuses;0;0;0
2024;Numérique et Sciences Informatiques,Éducation physique, pratiques et culture sportives;Licence Sciences de l univers, de la terre, de l espace;0;0;0
2024;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Mathématiques;36;14;5
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;CPGE L;2;0;0
2024;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Histoire;18;16;1
2024;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence Pluri Droit - Sciences éco - AES;0;0;0
2024;Art,Biologie/Ecologie;Licence STAPS;0;0;0
2024;Art,Biologie/Ecologie;Licence Sciences de gestion;0;0;0
2024;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Formation générale aux métiers de l ingénieur;2;0;0
2024;Art,Humanités, Littérature et Philosophie;Formations d'ART;1356;412;288
2024;Art,Humanités, Littérature et Philosophie;Licence L.AS;1366;48;10
2024;Art,Humanités, Littérature et Philosophie;Licence Pluri Sciences économiques - Gestion;31;8;2
2024;Art,Mathématiques Spécialité;Licence Sciences politiques;16;4;1
2024;Art,Mathématiques Spécialité;Licence Sciences religieuses;1;0;0
2024;Art,Numérique et Sciences Informatiques;Licence Electronique, Génie électrique, EEA;0;0;0
2024;Art,Numérique et Sciences Informatiques;Licence Sciences économiques;7;6;1
2024;Art,Numérique et Sciences Informatiques;Licence Sociologie, Démographie;8;7;0
2024;Art,Physique-Chimie Spécialité;DCG;4;3;0
2024;Art,Physique-Chimie Spécialité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;3;2;0
2024;Art,Physique-Chimie Spécialité;Licence Pluri Sciences;2;1;0
2024;Art,Physique-Chimie Spécialité;Licence Sciences de l éducation;5;2;1
2024;Art,Sciences Economiques et Sociales Spécialité;DEUST;44;17;9
2024;Art,Sciences Economiques et Sociales Spécialité;Licence Pluri Lettres - Langues - Sciences humaines;66;38;9
2024;Art,Sciences Economiques et Sociales Spécialité;Licence Psychlogie, Sciences cognitives;432;213;76
2024;Art,Sciences de l'ingénieur et sciences physiques;BTS Agricole;1;0;0
2024;Art,Sciences de l'ingénieur et sciences physiques;Ecoles de Commerce;0;0;0
2024;Art,Sciences de la vie et de la Terre Spécialité;BTS Agricole;82;44;23
2024;Art,Sciences de la vie et de la Terre Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;2;0;0
2024;Art,Éducation physique, pratiques et culture sportives;BUT Service;2;2;0
2024;Art,Éducation physique, pratiques et culture sportives;Licence MASS;0;0;0
2024;Art,Éducation physique, pratiques et culture sportives;Licence Psychlogie, Sciences cognitives;3;0;0
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Arts;2;1;0
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Philosophie, Epistémologie;1;1;0
2024;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Droit - Sciences éco - AES;0;0;0
2024;Biologie/Ecologie,Humanités, Littérature et Philosophie;Sciences po;1;0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Autres formations;0;0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;BUT Service;2;0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Electronique, Génie électrique, EEA;0;0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences économiques - Gestion;0;0;0
2024;Biologie/Ecologie,Mathématiques Spécialité;Licence Pluri Sciences;6;1;0
2024;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Pluri Lettres - Langues - Sciences humaines;0;0;0
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Formation générale aux métiers de l ingénieur;0;0;0
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences fondamentales et applications;0;0;0
2024;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Sciences juridiques;10;7;2
2024;Biologie/Ecologie,Éducation physique, pratiques et culture sportives;Licence Sociologie, Démographie;0;0;0
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Sciences politiques;2416;780;219
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;D.E  social;157;60;45
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Pluri Lettres - Sciences du langage - Arts;0;0;0
2024;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Droit - Sciences éco - AES;16;0;0
2024;Humanités, Littérature et Philosophie,Éducation physique, pratiques et culture sportives;CUPGE;0;0;0
2024;Humanités, Littérature et Philosophie,Éducation physique, pratiques et culture sportives;Licence Pluri Droit - Sciences éco - AES;0;0;0
2024;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;Autres formations;54;13;5
2024;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Mathématiques et informatique;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Ensemble des bacheliers;298;281;259
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Sciences du langage - Linguistique;3;3;0
2024;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Pluri Sciences;1;1;1
2024;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Langues et littératures étrangères;1;0;0
